UMAP_1,UMAP_2
8.457209,9.635903
8.172217,6.109291
3.4057527,1.3788236
5.029242,2.4735465
4.8749385,4.854279
2.9367948,6.4766216
2.0582743,6.318284
5.4351516,4.8528037
11.489281,4.241271
3.0342467,2.834521
4.003689,6.3177032
8.870206,6.5786567
8.253175,6.0734525
10.8601055,6.6970897
7.7791677,5.1351542
3.7273371,5.0069304
4.5385957,4.150553
7.418526,2.9088058
9.690119,2.3718677
9.589422,8.347816
8.617939,5.4824977
8.7221575,5.680636
4.7164536,3.1829169
10.755955,6.6009603
8.272572,4.2489166
8.138068,5.8920226
9.098487,2.8181565
8.217021,5.7713337
2.142874,6.3487
4.186072,3.7116385
8.773222,6.9132557
10.522509,6.0719576
4.2222924,4.3408713
5.2381005,3.421148
8.874227,7.080874
9.042252,7.5657954
9.004538,4.20958
12.546793,5.2875667
6.2364445,5.6404614
10.030074,5.5396514
12.547136,5.314484
3.8970141,5.1668725
7.4514914,2.9201095
8.665928,5.6359954
8.728523,4.3928127
7.0454187,5.3083477
8.691008,6.0838814
8.6753845,6.9236155
8.739653,5.402963
1.3587046,5.6399126
8.069506,6.164498
9.527166,6.246758
1.6052198,5.912659
10.595457,6.818298
10.318033,5.2005177
8.925447,5.9348693
2.9347384,4.428352
3.3903575,1.3995302
7.9144306,7.523833
9.130249,9.600142
4.3416467,8.385881
8.911806,5.8048816
8.970945,5.4672313
2.6062927,6.9995847
5.9184074,8.347152
10.186036,5.6073236
5.407668,7.9027023
9.413813,5.196632
7.1983447,4.981859
4.7853947,8.487967
6.790679,8.105255
8.02082,5.3763137
7.386318,8.339763
7.828838,8.327379
7.461831,4.7373967
6.165847,8.128193
7.0806403,7.98772
6.6756444,7.649113
4.263027,5.374854
3.2974937,1.5141569
9.433638,5.46657
9.7791195,6.3499527
9.553822,6.2095137
8.190251,4.75295
5.745892,0.39557657
10.88566,8.862277
7.456059,2.9267478
6.290101,4.7397127
8.493447,7.0129933
9.1642065,7.557393
2.9319592,6.650818
6.78923,8.1721
4.149976,1.1565897
10.426517,4.7222247
8.920717,7.827129
9.567219,6.224161
11.377521,5.8812327
7.008974,6.937318
5.6952047,0.27341402
4.285,5.7162256
6.46033,8.175689
8.767612,5.72441
9.520905,5.544239
5.887248,6.198314
3.0499635,5.736333
7.3118224,2.8697925
8.780515,4.9407406
8.898173,6.664649
9.800863,8.187435
2.7688358,6.7493925
4.196988,3.6962326
3.1269548,4.906869
8.364251,4.6569204
8.706074,5.3370957
7.9013457,7.7741876
8.6631565,7.3316965
8.814668,4.9650474
9.390343,4.681472
8.161775,6.233537
5.0635557,3.008845
5.755696,7.7776165
5.3047056,3.3647838
6.6994143,1.3147565
8.85414,5.6456504
11.237999,4.383778
3.0826805,5.910108
4.277859,5.7229104
5.1245627,3.0655525
6.7742705,1.228163
8.082836,5.9028153
3.6522806,5.4152026
2.9763858,5.787187
7.1582856,8.176141
9.241363,7.608268
8.969117,6.5461597
4.996969,3.0608373
9.287213,7.660512
5.7749853,6.594805
7.8870516,5.7946177
7.1490073,4.30165
7.140139,5.4240475
9.251916,5.1698713
8.98457,6.563206
12.5417185,5.3188214
11.90721,5.7243447
6.9560027,8.303649
9.209764,6.650052
9.410277,3.9132779
5.5938888,0.2616527
4.3551416,7.527399
10.768379,6.554297
4.426266,5.058744
3.0482326,5.0810475
8.648311,4.7464294
10.523848,6.0748715
5.6662583,5.222908
9.343579,5.381921
6.346515,4.3295293
7.075349,5.5732045
5.2236023,2.3573036
9.036414,7.0310464
8.718236,7.022654
6.301333,8.038413
8.380767,3.4125252
9.761031,5.7197976
5.8510175,8.405687
9.230456,0.47860467
6.705151,1.1320537
4.32905,7.445638
6.471598,8.100277
10.064015,4.405779
8.465182,7.047495
1.678049,5.746569
4.289273,5.699786
9.461945,4.1095204
7.4860907,2.840988
5.537712,5.320498
8.315023,3.36454
7.8001986,7.50563
9.716366,8.25687
5.506209,6.6577907
9.169215,6.956986
5.207519,2.2168512
1.6945698,5.864855
9.135415,9.642257
8.129018,6.271986
10.969167,5.0099
5.070931,3.030772
4.054425,5.992066
5.747376,2.8815863
6.866518,8.820852
3.6759808,4.388846
3.4189737,1.4022377
3.6357799,1.4036472
8.796821,4.9342937
8.77668,4.97583
4.607354,3.3188708
3.4187405,1.3617264
8.286825,7.400439
5.176419,2.1643748
6.8769174,8.402117
4.5202937,3.550296
1.5897871,5.8111696
9.471861,5.70735
5.170621,3.4152563
3.5373766,1.4135025
9.296493,4.481256
3.4832587,1.401467
10.718049,6.6081014
8.954776,5.080719
4.8614335,4.6221466
4.9801407,2.5292952
8.838041,8.255753
9.313615,5.499592
5.325852,2.3829951
8.92171,1.1791428
7.423288,2.915465
9.312807,0.47999302
9.740024,4.406662
6.1232753,8.427709
10.785726,6.8282332
8.045213,2.1311297
5.592882,2.8086386
9.821239,7.4934845
5.6535234,0.26393795
4.0656414,4.7167397
6.5437884,4.466007
8.471623,9.646684
8.975172,5.843504
6.0297832,3.972368
9.558783,4.8711486
1.6952671,5.6834154
1.445818,5.7777925
5.0311446,2.463911
7.869534,4.6357765
11.830506,7.5936484
5.0641017,6.8143063
8.119782,5.557583
10.636819,6.7756076
10.729427,6.8249125
10.0691,8.207277
8.1104555,5.812277
10.431096,4.8944545
10.5146885,2.3650663
10.865975,7.5798955
7.616577,7.701
7.713523,5.7821918
3.4623725,1.3412899
7.7673006,6.327884
11.031589,8.857046
5.005977,4.3792386
9.164807,7.395849
4.4833646,8.414675
7.304735,4.1811657
2.828071,6.7521896
7.0649185,6.9185777
8.335767,5.1884713
8.3682165,7.994792
8.684241,5.183572
8.522573,6.3126693
4.3060665,8.453526
5.470647,3.6321216
8.202276,2.6584628
3.7439954,4.5814323
9.492066,5.694462
11.413053,3.2449234
8.780486,4.34523
6.99891,8.291301
4.8616796,2.711698
7.8031287,6.269812
6.9924893,3.8622363
5.5659328,7.982141
9.038877,7.3382025
6.737239,7.8128185
3.3536294,1.4756316
4.112195,1.2223936
5.729518,2.307634
8.348372,6.1461883
8.385237,4.3162975
2.8474414,6.7033024
10.848743,7.5725927
12.493016,5.3943176
9.269965,6.1248145
9.483251,2.366854
4.3249354,2.7000084
8.98615,6.9964805
8.949844,0.68012
9.781004,4.6353173
3.6806335,5.870295
6.2278414,8.130527
11.048244,8.852899
10.363188,4.7084994
9.4486065,6.131838
9.3332205,5.467393
2.714003,6.590128
4.6504555,3.337456
11.095536,6.3147283
9.114348,9.4213
2.802856,6.701615
7.816238,8.344973
6.3161716,7.887996
6.9206176,8.328279
7.4097204,4.516769
12.622829,5.2567744
9.125793,8.133002
10.209135,5.6007547
6.3251605,7.0222173
4.1515245,4.945727
2.8486936,6.7011714
8.118179,4.377503
5.059316,2.4246726
6.333552,8.019014
10.02934,8.009881
10.054237,8.167433
3.7207985,5.1494555
1.8458133,6.017805
6.625072,7.63007
6.4932966,8.1893015
10.993924,5.1082487
10.52229,6.074136
9.338765,5.215889
8.579727,3.087531
10.151151,7.310823
8.432436,6.1825304
7.7434716,5.1802993
9.5589695,6.2474685
4.7953105,5.744233
5.4197693,7.940475
3.6064837,4.9333773
8.777172,9.136077
9.988765,7.7204914
6.6528573,5.011294
3.5548005,1.3396087
9.274584,0.5036415
8.986314,8.542237
9.29909,4.555507
8.132629,5.893673
10.970959,5.193909
9.307149,8.212403
11.020826,8.8380165
2.9958115,5.7276497
7.4225106,0.88137347
8.597511,4.429374
9.111806,7.5915327
6.996756,8.339703
7.5614386,0.8612591
8.667708,5.607294
10.085575,8.213273
7.971232,5.4672666
7.9577017,3.5944653
6.927751,8.118202
9.115478,7.647981
8.095458,5.3078065
8.005449,3.7666974
5.5670176,0.40613058
2.9055977,6.683547
4.6062617,3.2784414
10.253,5.230304
4.544231,3.5558066
8.831516,5.932995
6.465766,4.4733353
8.664199,5.622042
11.047213,8.856008
6.690664,5.297367
8.89197,6.622746
8.307442,5.152186
3.5440257,4.7091913
9.468263,0.6653631
7.0044894,3.7360785
12.554975,5.2262883
7.5467324,8.161214
6.6939235,7.5630226
8.563181,5.407885
9.713901,8.274946
11.070223,6.3141108
5.6059484,4.6309705
9.595231,6.4591155
10.350537,4.852239
7.1679225,4.296999
1.5005366,5.9404936
9.340174,6.142895
8.1235075,1.3178502
10.114843,6.2929034
3.5901878,4.378255
9.775897,8.009058
8.812532,5.0954194
8.354182,4.0453115
7.9871216,7.4793286
6.844005,4.924909
8.767721,5.5215597
5.419127,4.2976747
7.0048966,8.310124
11.506278,3.1561792
7.180261,4.373527
6.753357,8.267358
8.83251,8.258601
4.7150064,4.392483
9.116165,8.093441
8.846217,6.5789404
6.512337,1.6896126
8.30903,6.5453224
3.5163412,4.8128066
3.37631,7.056457
6.817219,8.230305
6.7391257,8.218226
7.6669617,8.66135
9.436245,5.642638
9.716285,5.4210124
10.429616,6.5214105
12.511996,5.2189026
10.11564,7.929744
3.4387262,1.3879005
11.036203,8.843775
7.827024,5.663331
8.132596,3.5207305
9.972165,8.405227
8.094723,1.2908978
3.3862128,1.4829661
7.332785,8.36812
9.480922,4.0052567
7.7585144,5.5744963
8.666551,7.3197327
2.0616322,6.3142095
3.3903666,1.3887954
9.367882,6.8176994
9.750948,8.25937
7.5965495,5.0716844
11.794486,5.7307124
9.280243,0.4306264
6.448619,8.1737385
9.219156,5.280122
1.4182806,5.7160134
6.5100155,2.8468413
6.8762603,1.2930381
5.03668,5.385678
10.556733,2.0682392
9.024571,5.8810377
9.575888,5.222427
7.762897,3.5319698
9.957165,5.5578604
8.531565,7.100303
7.970709,3.5778627
8.105503,6.04025
10.578199,5.272683
8.45348,5.15979
8.833635,4.944216
6.727652,9.554192
8.470203,9.689993
9.999653,7.9207206
11.08437,3.715974
9.454383,6.4308195
3.1383336,4.887095
10.145166,4.842614
10.0438385,8.179354
8.570343,7.620683
6.7767754,1.2389077
2.1797082,6.393637
6.703279,7.5730643
7.0040216,3.9690046
7.1853657,7.099605
9.275999,0.6657893
5.754632,4.4862275
8.918539,4.0617075
7.9913964,6.1706867
4.012697,6.021491
6.6095,4.4345646
5.0690556,4.7248335
8.17562,3.5428097
10.996337,8.836475
4.978684,2.5964985
3.580406,4.3841214
5.4641294,3.350661
10.081628,6.610587
2.7836497,6.705052
2.6432877,6.9263296
6.386724,8.659909
5.926086,8.337169
9.1342945,9.512965
7.9501576,7.0890107
5.191283,3.259652
8.9156475,8.742894
9.258268,0.4801208
12.612553,5.264192
10.726609,7.4212303
9.014113,6.971018
9.195718,9.494304
10.049553,5.469219
9.198334,3.6995168
12.613652,5.2595606
11.807366,5.597596
7.7963057,3.292324
10.946149,5.242375
7.260674,5.773146
9.821904,6.3000903
8.603276,5.6465306
3.6807437,5.93044
7.6595044,5.8205156
7.934294,7.3469505
8.813607,5.3456464
8.852648,5.828536
8.818453,4.944301
6.5969124,4.8465123
8.838281,8.263
6.723282,4.5028257
6.616543,7.6437755
1.4304898,5.803314
6.5088267,1.057438
5.068422,2.516623
10.725225,4.6136713
6.034888,3.9783537
6.9557924,8.180527
10.779916,6.632203
5.9382195,4.3381977
7.5785785,6.110171
8.833414,5.0923686
9.354914,4.0141063
2.6453032,6.930381
2.7963908,6.6644464
5.263067,5.503655
7.8470707,2.2020307
1.475614,5.8717213
1.3967459,5.747891
6.7408266,9.549382
4.980606,2.5436819
5.1222625,6.077014
6.510883,7.6958756
3.272383,1.509966
12.623316,5.309432
4.573525,4.2702518
8.130105,3.2872534
7.517677,0.8021954
9.015099,4.3063207
9.404058,5.360112
8.826821,8.962933
10.391566,4.864227
7.3708096,2.9042811
6.584869,4.686113
8.634637,6.037447
7.3965006,4.166643
2.782503,6.715357
6.260738,8.76415
10.997286,5.010953
3.4522161,4.8424196
5.6759653,4.4104614
6.420498,8.169474
7.8648896,7.6641316
7.590265,0.7928115
8.890039,5.8239317
9.217584,7.7191935
9.878976,5.5264077
6.9203176,7.094422
8.977631,2.6629434
9.744209,4.819712
1.4220086,5.749904
2.7300646,6.589383
9.284323,7.0442677
10.181224,4.3441277
10.218344,4.363831
8.69433,8.132743
5.7251377,0.3841358
5.421249,0.42744434
9.852885,4.991618
9.3806505,5.4648995
9.345485,5.032393
8.702464,6.336815
8.047336,3.2757666
8.115967,6.309335
9.185724,5.329399
3.949755,5.857703
7.3317504,8.42727
2.1648529,6.340827
5.4292235,3.4536262
7.950786,7.0735855
8.018784,3.6911674
1.8406128,5.8780975
5.923099,8.147505
6.88623,6.989663
3.1881964,4.7142634
6.428941,8.118317
4.904053,5.7153316
8.383243,5.1317806
6.7322474,1.385082
7.0748563,4.905307
9.61533,4.848611
3.8622465,4.974504
6.843965,8.260212
8.270124,1.3203539
7.7423925,5.78973
9.183729,7.524021
10.792241,6.6066017
7.9663916,7.0874233
6.737677,1.2782222
5.037935,4.8303432
7.605385,5.919394
10.6262455,6.8060937
10.078547,7.989482
6.9908113,6.8106966
8.160348,6.151018
8.644541,7.0164566
4.182601,2.6565666
6.795844,7.0543075
10.096526,5.5556564
9.576827,5.2227616
3.0384405,2.8285303
9.362858,6.160702
8.838458,5.0606103
10.403067,4.624409
5.9341207,-0.42354846
6.906037,4.500735
8.324817,6.161732
6.749716,1.3119054
10.323786,4.8716197
6.875965,6.042308
8.468725,5.6908593
6.837978,6.1044607
8.197256,2.6582315
7.4039645,0.8170503
5.481954,4.218971
4.7751765,5.4783173
5.924405,4.6761827
7.640186,3.9800096
7.965293,5.5219817
6.190616,4.670195
11.03472,8.807822
9.051258,7.4276624
